 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2015-2017
"Município";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"Total"
"120030 Feijó";-;898,10;922,10;20873,98;25787,13;31391,71;59818,77;36927,55;37028,64;31813,45;26751,81;32460,04;66840,03;36071,50;24667,38;21723,03;24417,99;53920,92;47354,38;39340,09;41946,14;36721,53;37860,68;35500,92;48215,47;30798,59;35289,07;51926,41;50754,13;56657,84;36123,62;43060,28;82473,01;48390,04;40806,70;37067,05;54331,32;48001,28;46970,59;1481903,27
"120032 Jordão";-;-;-;12339,59;11379,05;7767,05;15970,28;8623,82;20675,48;21417,66;15637,93;18288,47;30481,68;18050,10;23606,33;11311,82;16756,67;13708,78;34481,49;11817,63;20083,78;22393,43;10284,66;14385,99;7857,83;9060,11;16010,86;10087,69;15168,01;16492,60;12019,71;10229,61;16703,89;11506,22;20605,27;18640,83;19733,43;22816,34;9438,21;575832,30
"120033 Mâncio Lima";-;-;627,26;24298,39;14519,92;20233,12;20527,71;27317,35;25553,33;42955,78;20887,80;30877,47;36420,75;44158,87;35022,13;24058,85;31420,33;21600,51;22997,31;52248,97;31378,05;55718,25;55130,51;20336,47;30347,36;49287,21;57633,17;32975,90;63522,16;63661,44;53550,37;37946,47;32267,63;30929,53;40356,26;28447,73;25813,14;33992,99;25903,40;1264923,89
"120034 Manoel Urbano";6,97;-;1062,65;4982,53;7288,29;12324,24;9920,65;7369,56;7112,33;15212,96;10180,21;4727,10;4324,04;9691,89;13122,63;17512,01;15705,02;15201,56;8859,86;6063,15;7000,35;13763,53;8904,55;4406,57;13171,28;10326,86;18659,14;13971,25;8634,48;15244,32;7519,95;8959,81;11700,09;14107,80;17309,44;7730,23;9211,10;3880,04;10885,73;376054,17
"120035 Marechal Thaumaturgo";-;-;-;7897,22;20993,75;11475,96;34520,33;14417,19;21402,48;22126,60;22910,38;19404,19;29322,11;17456,69;16735,25;20997,18;32546,33;43403,36;16069,37;14280,71;18528,01;34909,69;15793,72;11452,24;25135,03;28147,04;21042,09;16266,78;22288,67;31106,22;13818,06;76476,67;13963,11;19333,62;20056,99;9573,18;13373,65;9188,99;7890,98;774303,84
"120038 Plácido de Castro";97,44;45,00;2927,10;26971,97;18803,18;18799,80;35409,24;39237,85;23470,77;29098,05;19691,45;30234,89;28510,52;32621,51;29999,36;22371,16;35162,53;32983,39;37493,39;30078,39;35234,93;29452,64;30427,17;32063,25;27958,20;27303,84;25853,03;22362,11;23932,99;31840,30;38240,62;27263,57;29574,22;37792,25;34817,12;16839,28;35887,88;18918,37;16608,71;1036377,47
"120080 Porto Acre";-;309,50;309,50;13204,24;10617,16;14652,08;18014,63;23730,26;18577,60;16859,80;26583,85;30839,51;20527,01;19970,52;17175,45;19009,02;23422,85;31857,40;31689,81;33099,01;32292,26;24050,26;24316,60;27016,48;27923,04;25180,39;30089,57;25006,96;22594,25;24754,73;14735,12;23747,02;28718,59;24329,20;18341,85;11568,19;22016,11;14079,51;27544,25;818753,58
"120039 Porto Walter";-;-;83,99;5922,41;5285,66;5758,13;10460,14;11508,57;7778,99;7772,84;10299,67;3355,46;8046,63;5801,32;4807,50;6159,31;12740,33;11020,79;14990,49;10367,50;5861,11;19538,24;10678,30;4612,82;19381,25;8742,03;12091,85;4613,90;5671,74;13544,61;8017,23;4401,07;2556,85;12500,74;5428,75;4239,65;4177,92;28095,77;14987,91;331301,47
"120040 Rio Branco";26,00;15659,26;57991,30;1814844,45;1639237,38;1695099,40;2155411,47;2030816,72;1946850,47;2128588,63;2092516,08;2409766,28;2229359,63;2265819,29;1974726,32;1956896,22;1937037,27;2235634,33;2169269,76;1934017,56;1748134,99;1483669,28;2230135,20;2078830,13;2162120,34;2308891,28;2074829,29;2088883,83;1979392,14;2291952,50;2155924,66;2328573,73;2167938,44;2378031,05;2419755,72;1990096,77;2218553,53;2022012,97;2268745,81;75086039,48
"120042 Rodrigues Alves";-;-;2035,00;13917,78;15891,44;15128,48;24645,13;20100,71;21711,00;21735,58;26717,21;20855,83;25176,87;19526,91;24824,35;15198,63;14965,71;22179,51;20329,86;34430,07;20087,97;17994,01;14954,59;22381,20;19246,91;17898,12;23912,61;28946,91;28634,35;28279,42;21636,98;21646,22;16335,20;22846,64;20833,11;21644,54;28290,90;22169,99;25703,96;782813,70
"120043 Santa Rosa do Purus";-;-;-;6252,06;26292,45;7245,63;23706,45;11653,99;7416,55;19589,36;27575,17;18189,84;20156,61;10751,60;12605,19;12766,07;15622,18;16715,89;20255,15;10371,18;20796,44;12786,78;8819,51;7951,35;6402,97;36202,00;7492,46;8568,39;15015,76;19459,17;15291,93;5986,10;9869,75;22224,09;15586,39;8165,31;3415,81;13207,62;19344,44;523751,64
"120050 Sena Madureira";-;1300,00;1982,75;45249,71;45990,19;39805,70;53649,62;63942,73;52784,79;54658,22;74796,21;68791,21;42096,49;63351,37;40946,75;43310,03;53015,52;66609,99;52551,78;47146,13;50549,14;59150,27;50446,63;50993,39;52574,92;45106,24;61719,92;44830,07;42274,61;56194,83;39240,94;44750,72;46602,87;59935,78;56752,89;28712,76;52814,91;53898,38;43001,04;1851529,50
"120045 Senador Guiomard";-;571,50;2556,97;33838,31;44088,78;54080,01;55620,58;39033,47;48305,99;72479,93;47815,71;56084,95;44915,27;46553,02;34298,29;48662,00;42393,82;56799,35;49962,47;40948,76;45254,94;40504,53;44405,66;47522,43;50177,31;38249,11;42563,57;50366,20;48406,45;38753,00;48109,07;49449,20;53463,90;63709,99;47262,18;31976,56;34250,57;30309,64;38251,15;1661994,64
"120060 Tarauacá";-;-;370,50;18078,57;24729,31;20402,92;43890,31;32152,69;63060,16;55871,50;48135,16;44798,43;52724,85;48954,66;39858,25;30350,42;41152,29;63004,53;31936,03;34044,47;35855,85;38872,42;29334,91;18463,46;33425,24;37955,99;38788,63;43806,27;33419,27;45005,63;30768,08;45984,15;38520,79;34064,09;38108,51;27755,75;38424,23;41530,50;31227,25;1374826,07
"120070 Xapuri";-;6,97;-;26302,62;15355,45;11978,16;19975,15;20654,36;20447,60;21703,95;24386,84;25164,32;21279,63;24086,48;19059,21;25023,49;25276,36;30024,50;23102,54;24504,27;27944,44;29991,67;25946,29;28302,56;23345,81;24558,56;24534,57;22391,00;21730,29;28133,02;22835,54;21184,73;33002,44;20397,21;25644,65;22229,56;27447,02;18341,47;56433,01;882725,74
"120000 Município ignorado - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;824,24;-;-;-;-;-;-;-;-;-;38,74;-;-;54,99;-;58,14;2414,54;2611,92;70,28;6072,85
"130002 Alvarães";-;-;6,97;4182,89;4535,47;6555,69;6715,90;7438,61;6913,23;8334,74;3452,02;1532,79;318,47;5197,39;3761,19;5744,22;1691,07;5386,10;6163,08;4934,06;5398,47;4833,13;4970,91;5763,33;928,64;1557,27;1879,22;998,36;2587,28;505,38;5643,73;4484,58;7342,37;7100,44;11971,35;9802,08;7010,56;6399,55;7058,64;179099,18
"130006 Amaturá";-;-;6,97;2251,86;7899,01;359,87;219,83;1437,20;331,61;292,91;629,27;806,05;494,99;689,13;240,26;803,48;1015,34;572,30;1615,85;1333,09;1492,34;7271,37;736,41;1569,70;526,26;773,22;384,44;2136,96;663,96;286,08;629,05;685,18;222,01;627,83;252,12;449,72;921,42;2031,04;1022,99;43681,12
"130008 Anamã";-;-;-;2444,23;563,19;1563,77;2511,18;2398,74;3326,73;237,33;497,80;2488,77;409,85;1703,35;1738,57;3278,51;3125,14;1550,18;3524,44;4046,75;1486,62;2189,32;1326,53;999,94;1188,92;696,27;1136,84;3407,99;1604,59;1550,65;798,85;775,33;2476,90;951,44;3338,05;1199,78;4779,47;1002,23;589,90;66908,15
"130010 Anori";-;-;6,97;3210,36;4244,73;3608,48;7383,09;4041,82;5403,75;7170,40;4732,90;2527,59;3729,79;3934,65;2948,52;4122,73;6019,31;6326,39;5821,77;6271,57;3920,45;6092,50;6646,73;5939,61;10388,27;5547,77;3926,17;5709,26;4274,39;5100,27;4985,53;6530,06;6744,04;3602,58;8936,98;10184,59;5445,27;12356,31;8207,73;206043,33
"130014 Apuí";-;-;-;3091,86;5881,89;4437,15;5068,65;5593,58;5786,23;10454,23;2950,15;9216,81;9988,83;10262,69;9128,19;12461,37;38716,55;13296,44;22349,99;17185,53;19368,52;16779,32;19652,70;17554,31;15498,28;11191,63;13014,85;16694,11;12575,28;9794,26;6145,95;11484,85;8157,32;10936,31;16029,73;16713,33;16299,14;25169,87;9792,82;458722,72
"130020 Atalaia do Norte";-;-;-;8321,69;880,35;2491,33;8472,79;1279,57;8051,06;965,66;2519,21;1215,25;2536,31;2994,11;2934,08;8498,51;3216,87;2600,06;2680,77;2857,31;8246,62;12302,46;5845,18;5326,69;6229,86;4623,48;5535,21;2955,19;4005,90;4288,54;10860,32;5201,29;5401,68;13088,55;10000,59;13365,56;11928,12;9184,91;8919,35;209824,43
"130030 Autazes";-;-;-;19319,83;11231,58;15233,67;12401,82;18502,87;18812,25;16378,93;14875,16;30220,23;23042,50;34785,95;31210,54;29113,11;27672,93;30601,41;17076,58;29906,83;27590,77;18702,00;18919,38;23677,31;18276,23;18063,02;19344,46;17117,53;17297,87;21767,67;14153,33;21562,41;27786,49;17944,83;16092,40;19099,62;45960,69;17746,28;42166,41;803654,89
"130040 Barcelos";-;-;-;1566,68;1068,29;1237,96;1732,90;1244,12;930,05;836,28;2147,50;652,33;1460,22;939,71;2259,27;2852,09;2835,29;3598,96;3273,07;2428,00;3848,05;4296,96;3641,29;3496,33;2362,20;3602,55;3458,42;3392,79;4733,07;3296,74;5134,75;3256,64;4481,58;1923,83;2047,89;4212,20;2951,69;1810,64;1310,59;94320,93
"130050 Barreirinha";-;-;-;3801,50;3535,45;3667,92;1192,25;1207,16;1185,37;1054,00;4737,98;1625,61;1812,81;1025,11;2074,73;2732,80;1872,66;1688,82;4199,69;2316,83;2597,28;3176,56;4357,71;4279,16;5362,04;4296,94;3344,77;4039,09;6668,99;7205,87;3458,91;8234,43;4204,54;4615,59;3944,17;9636,25;7332,63;6156,70;5141,64;137783,96
"130060 Benjamin Constant";-;-;-;2718,67;2271,70;2874,50;2891,89;2979,54;2038,85;912,34;2662,01;1557,57;1245,43;1361,70;1764,10;2422,11;1928,74;3942,48;1989,12;3030,32;4665,00;3162,47;4906,11;2849,96;4738,42;3611,73;4459,94;4030,46;3257,95;5973,76;8568,83;8471,27;5834,43;4933,67;1138,72;3741,36;3611,26;11515,12;8412,59;136474,12
"130063 Beruri";-;-;-;8055,83;9779,35;7139,83;6081,09;6584,28;4392,52;6228,70;4007,04;8845,74;7919,03;6936,16;6934,14;5676,42;16014,05;8115,15;9046,97;3615,64;9976,67;3678,29;4982,87;7283,51;5118,83;4327,63;3847,95;4175,09;5995,65;5669,69;6078,47;6371,34;5387,39;9265,71;6755,13;4987,87;8302,62;5441,84;3829,13;236847,62
"130068 Boa Vista do Ramos";-;-;-;2556,96;2463,43;3363,46;3714,17;3156,53;3225,31;2607,57;3329,18;15160,15;12021,52;2959,62;3808,99;2507,12;3376,19;3058,43;5704,70;3925,76;5189,59;4770,34;4469,14;3673,40;3202,41;2950,98;3062,36;5188,52;4464,91;4942,34;5416,77;5300,43;6490,38;6710,32;5217,01;4714,93;5040,66;4652,11;6405,30;168800,99
"130070 Boca do Acre";-;616,50;159,50;13090,54;14945,23;11878,65;24181,06;22303,44;22939,11;28108,21;25364,10;27730,82;33385,88;36127,61;32764,28;33741,49;36120,20;35830,11;46785,97;43127,36;26205,11;27738,99;40732,36;37644,27;32312,77;39123,61;30247,36;27412,35;26047,48;30527,63;19941,25;24341,26;23320,82;26312,63;25697,10;13226,44;13646,60;18984,09;17576,43;990238,61
"130080 Borba";-;-;-;17032,13;10680,28;56025,83;18631,59;11195,31;12092,60;11591,80;11108,11;11752,77;18111,93;14225,06;17529,15;21304,00;13090,26;12920,07;14925,85;17612,19;10712,00;18551,45;18466,36;14736,76;18616,15;20876,59;20409,15;18096,00;21695,00;22749,79;16800,80;14642,11;12478,21;13607,79;16883,68;12484,09;9710,73;11029,30;17230,05;599604,94
"130083 Caapiranga";-;-;-;952,08;1644,22;2307,65;2868,59;4297,97;2745,82;1635,81;2091,48;2322,93;4690,76;1285,59;1170,62;1869,05;1147,18;1709,63;3244,75;3362,74;3669,39;4328,23;3315,78;4764,43;3994,20;2959,24;841,00;3514,06;1011,64;4007,13;11778,03;5017,36;3999,84;2782,39;1853,79;1059,81;3983,13;2312,89;3506,35;108045,56
"130090 Canutama";-;-;-;522,77;687,00;2492,47;3269,12;1099,93;778,19;1672,33;642,39;751,86;281,63;636,68;1735,25;952,08;642,68;2038,42;2143,02;1902,34;843,71;1366,68;734,06;2179,33;2949,91;2108,56;34874,01;3922,66;5509,54;2986,91;3988,57;1021,97;4496,35;1118,54;2229,94;1255,36;785,43;19821,47;7143,68;121584,84
"130100 Carauari";-;-;-;5608,29;1973,92;8110,55;2341,77;2842,59;1975,32;6142,54;4839,82;4273,16;2117,66;3544,29;4575,81;1684,08;3382,20;8308,91;4022,89;10462,73;7046,69;7279,91;8568,78;5911,55;8868,36;12493,39;12396,52;17465,30;21279,26;13146,03;12592,49;7759,16;7691,49;7097,38;8802,13;13794,17;5369,14;13880,86;7761,62;275410,76
"130110 Careiro";-;-;6,97;36755,95;35198,88;40612,71;36637,57;43040,19;58479,10;45287,91;37859,13;35381,39;29209,54;31454,72;13700,49;10985,19;26613,88;24491,04;22034,09;25418,45;30450,84;19196,43;26477,93;27763,86;31482,00;31584,64;27124,36;26456,68;13992,36;19201,65;40896,17;26696,74;22313,50;27799,36;23630,52;22665,43;47371,00;23733,15;11924,94;1053928,76
"130115 Careiro da Várzea";-;-;-;7089,09;6969,51;7311,41;7337,82;6801,31;6044,78;9979,60;9490,75;10467,98;13877,59;12730,35;11961,82;9977,18;8075,87;14004,93;6585,12;10411,11;10221,60;8176,71;10258,40;8165,94;6490,71;12346,20;13366,36;14078,75;9025,01;15493,70;11845,22;17775,84;10847,66;13434,27;12154,28;10932,08;12112,53;10387,36;6150,41;372379,25
"130120 Coari";-;-;6,97;37831,40;45404,46;48540,82;44345,21;50326,26;46657,07;81975,52;60941,87;42835,51;52785,86;67868,31;65573,17;52660,31;61263,18;119344,93;65047,74;62864,81;121226,95;68028,01;66564,04;64589,71;41828,34;32485,10;34071,58;46433,59;40350,30;28178,47;34060,71;44475,08;52359,78;38453,34;55299,06;36268,87;46113,26;35921,62;63364,28;1956345,49
"130130 Codajás";-;27,88;6,97;2712,07;1885,58;4479,60;4588,57;6106,46;4358,00;5281,04;4585,42;2867,08;3776,36;32931,88;5282,79;2239,01;2951,76;3898,80;5204,00;8677,44;5615,43;7734,70;5478,20;4213,76;3580,15;5445,31;7725,43;6318,38;4458,66;6717,80;4467,47;9392,15;11945,47;9017,15;11285,66;13821,21;5678,63;13001,51;6587,34;244345,12
"130140 Eirunepé";-;-;759,73;6661,25;5040,70;13858,50;6450,41;5013,12;6611,19;6628,27;5498,40;9494,26;3533,23;6175,67;5652,30;6738,29;6459,98;13963,00;4156,11;5353,32;7594,18;7984,99;7426,98;9045,25;5314,06;5242,29;4818,55;4725,74;1984,78;3777,19;6480,90;6006,17;5169,56;6455,46;5702,37;4317,37;3436,34;5401,65;1974,99;220906,55
"130150 Envira";-;-;571,50;4447,12;4802,88;5872,83;7479,45;7189,47;4467,51;4725,09;3330,94;3085,04;2947,93;6236,56;4539,59;2267,75;3749,26;5130,77;3642,30;2882,33;3738,43;3812,71;3406,47;3608,80;5440,90;627,81;2767,40;1719,13;1297,38;3406,12;3003,85;2268,62;590,73;1489,81;2826,29;3510,76;4907,40;2428,50;1696,11;129915,54
"130160 Fonte Boa";-;-;-;1190,97;1206,95;2570,86;1119,89;1271,88;2917,50;1592,67;3765,36;2533,24;2856,39;1318,66;1047,53;3884,80;2162,49;1469,89;1504,58;2050,42;5388,94;9735,46;8103,40;1645,13;3158,38;6752,25;1263,69;746,38;334,86;5128,98;6148,41;8250,50;1240,75;10415,99;7603,74;13026,20;6888,39;13658,94;8834,54;152789,01
"130165 Guajará";-;-;168,48;12864,48;3020,74;3434,90;3676,78;4660,13;2967,71;3641,33;4510,90;6315,29;6397,92;7798,02;6829,18;6581,91;3250,41;2981,92;5092,18;7417,18;5139,14;4251,63;4654,22;4431,22;4249,18;4077,05;8102,74;5549,51;6223,52;7206,00;5957,68;4810,19;6819,31;10980,61;14411,08;4937,18;7416,88;9413,84;8638,78;218879,22
"130170 Humaitá";-;-;20,91;46189,05;71244,41;106219,70;83231,27;78209,95;92060,19;74386,07;61367,98;60522,83;77177,88;73843,21;110028,59;69094,50;82139,60;89069,18;66562,92;77370,98;88272,39;81106,36;67873,48;97676,94;69413,04;62557,78;80226,21;84195,61;72327,16;62063,37;55200,71;97336,79;70598,15;69331,40;69915,82;64873,41;72940,90;67676,66;67346,47;2719671,87
"130180 Ipixuna";-;-;-;3542,59;699,36;9106,62;4107,93;2842,55;6833,46;5604,66;4807,38;7535,45;1815,27;5654,42;5202,59;4096,79;3623,00;8527,70;11217,71;4749,72;5477,99;7416,65;8238,50;2633,69;2187,03;6228,02;3839,05;5603,20;7443,83;8593,91;7784,78;5281,80;11883,55;5635,23;4557,46;5737,14;1311,91;4067,25;999,17;194887,36
"130185 Iranduba";-;-;230,01;27398,12;21890,73;32850,98;37874,38;44401,50;42153,90;37472,62;34091,88;35748,12;39220,64;38338,88;34888,46;31309,82;32324,54;30939,53;35898,58;48528,85;44001,76;38596,77;36992,91;35837,60;37658,44;40639,02;35392,14;41733,58;39790,65;57614,23;63547,22;46836,96;54379,51;44635,50;45404,50;42579,52;50042,48;67830,58;48354,12;1477429,03
"130190 Itacoatiara";-;-;2247,38;73605,95;73858,42;89090,94;96777,94;88708,10;75927,34;100776,96;82749,49;105556,76;103566,00;102805,59;77036,98;59992,41;68242,46;73677,30;80102,86;64418,18;84459,07;79317,32;72336,78;63751,84;75163,90;63645,17;59876,23;68008,36;77320,68;99025,13;69224,23;75256,12;71868,12;64920,29;74372,74;83533,99;81952,91;47646,83;86665,97;2817486,74
"130195 Itamarati";-;-;-;4518,37;3735,99;6411,91;3291,45;3600,82;4114,37;2135,92;530,72;226,80;196,38;60,75;33,00;70,10;821,15;574,75;327,32;478,87;336,79;125,94;1085,14;309,16;569,84;361,67;-;308,03;74,62;576,52;607,49;657,66;386,44;700,26;1949,55;10079,37;1057,19;4432,26;185,72;54932,32
"130200 Itapiranga";-;271,83;125,46;5562,71;3328,65;2377,34;13663,01;1634,52;2776,81;3596,82;2057,51;2524,54;6575,49;30224,07;7539,95;7217,65;7488,85;6425,49;6518,45;7527,60;1388,78;4473,77;5529,02;4102,92;3712,27;2851,22;2603,65;2004,31;1695,86;1753,69;1685,16;2280,55;897,18;2455,92;4203,59;8489,48;3296,64;1343,98;1430,00;173634,74
"130210 Japurá";-;-;-;2421,35;14561,44;2536,52;2493,72;2554,72;2573,63;2760,44;2564,19;2729,61;2239,62;2441,75;2685,10;2399,80;2286,79;13983,12;7387,00;7706,73;7934,20;7959,75;6382,96;6261,48;5324,43;6230,03;5423,29;5502,60;5657,68;6076,40;2968,24;6118,22;6704,52;5904,45;6032,98;12484,12;7085,49;8163,79;7266,32;201806,48
"130220 Juruá";-;-;34,85;2537,25;735,19;2596,15;2494,47;550,97;1295,79;662,97;2723,73;3693,09;2505,32;823,70;2243,56;1639,22;306,35;3542,74;1243,87;1680,70;3314,61;2019,19;2604,11;2526,08;1546,39;3182,65;2784,22;1646,25;2058,10;2155,58;1502,98;1635,30;1433,12;409,20;1487,35;241,90;867,01;1490,98;437,17;64652,11
"130230 Jutaí";-;-;-;3423,10;2139,25;25934,31;4633,27;2905,99;4401,54;3885,06;1820,30;390,73;1293,44;2884,20;4619,94;4268,74;4083,92;5087,79;6954,61;3680,91;2833,78;394,70;2627,72;2705,91;870,70;1772,89;1640,05;1782,65;1584,03;1653,04;1165,78;294,19;1729,69;3962,28;1856,61;1462,98;2968,41;1847,00;1340,60;116900,11
"130240 Lábrea";-;-;-;5735,10;6390,84;7635,36;6724,68;5718,58;9037,21;4826,75;6564,05;8448,28;10548,46;5473,67;37947,96;4228,91;7378,13;11112,70;11470,01;14726,90;6362,35;9941,31;9094,62;20846,31;7025,79;17358,89;12981,56;6295,04;4195,12;4665,47;18392,23;6403,77;8165,83;20897,26;14578,93;9283,86;13213,82;18484,78;15529,13;387683,66
"130250 Manacapuru";-;-;1376,67;114908,00;221009,81;101667,36;108651,95;106203,40;103645,72;93183,29;105102,09;98645,08;99120,79;87800,76;82808,78;88240,20;57513,35;77129,78;76275,75;65322,04;94290,56;91343,78;70583,45;52089,47;60394,26;75021,62;65196,67;73235,95;64593,02;89707,53;66085,93;85355,78;94095,76;98892,42;91099,37;88185,31;110810,98;94768,18;118710,87;3273065,73
"130255 Manaquiri";-;-;-;9045,43;9549,05;2976,32;10550,88;8225,31;9901,15;8411,33;8966,46;10104,87;10334,18;11336,73;26916,69;7520,50;3861,13;10076,67;6441,46;5342,89;6087,35;6764,08;7045,83;7378,80;6072,07;6495,26;5822,68;5190,24;5926,17;9811,88;6390,74;6261,11;6547,15;4815,35;7703,18;7614,98;9243,85;8414,75;2134,85;285281,37
"130260 Manaus";5305,00;8701,31;111473,06;8344100,20;8077141,59;9310185,99;8702363,94;9212229,34;9129704,19;9361547,38;10117463,31;9441870,57;9730426,28;9323376,92;8284412,37;8583871,26;8415584,44;8494655,43;8970454,16;9017847,86;9178603,83;8825014,69;9065457,62;8561099,25;8444865,56;8312908,64;8272257,99;8892586,89;8497151,65;10085697,84;9448696,67;9995782,56;10113292,22;9928896,30;10412419,78;9716937,65;9638294,43;10645044,06;10531450,15;331209172,38
"130270 Manicoré";-;174,25;325,23;6215,33;8201,93;9976,10;12930,03;17978,71;15442,20;9302,26;14363,87;21261,33;19438,23;23311,92;55904,21;12711,20;18829,46;21312,36;18142,13;15677,58;19078,54;19217,12;20115,01;16935,07;17075,68;25277,08;22258,11;15622,86;15045,62;20973,17;22944,36;22779,10;21325,53;27375,51;14006,16;16387,58;14241,41;19958,83;7428,66;659543,73
"130280 Maraã";-;125,46;90,61;320,78;460,62;11475,78;319,58;505,52;752,09;1513,93;806,26;951,57;141,62;1498,48;2074,83;466,10;1601,06;3029,39;2440,87;702,38;1138,47;437,52;1495,82;1107,65;685,67;825,58;210,54;118,05;920,67;906,83;1432,42;840,22;3631,66;2703,71;5070,09;5386,97;5196,53;4508,04;3882,41;69775,78
"130290 Maués";-;-;-;22140,61;23998,17;26977,92;25108,75;32804,07;39628,58;33739,00;31743,26;27537,02;25507,10;23148,97;23593,71;21236,31;20468,70;21572,33;18737,40;20118,74;28730,77;19747,64;22946,24;19046,68;27165,84;23660,72;20149,09;22697,59;22633,62;24316,05;24289,58;14704,81;16572,65;25628,97;25371,27;23069,99;20905,98;25591,85;19517,30;864807,28
"130300 Nhamundá";-;-;6,97;1960,11;2097,36;1865,70;1255,18;3674,10;2332,50;1350,18;1185,29;882,42;895,74;1069,12;1022,41;1062,29;169,65;3542,29;1640,39;6965,99;8139,73;2395,68;1101,52;1149,88;542,83;1161,31;7714,44;2909,31;2398,39;844,96;1035,66;1371,25;1928,14;1429,02;720,88;1674,01;2752,59;4117,44;816,41;77181,14
"130310 Nova Olinda do Norte";-;731,85;2035,24;6148,52;5111,10;6173,58;6616,74;4927,76;6931,95;6448,22;5927,46;5346,31;8156,43;6302,73;4241,12;8872,29;7168,14;5420,15;6282,60;6445,38;6376,47;8988,89;10337,90;10452,97;7190,54;8447,73;8491,71;6111,13;1153,30;4664,30;5024,42;8308,98;9403,93;4701,79;8549,98;8099,83;9265,54;8314,70;4923,72;248095,40
"130320 Novo Airão";-;6,97;97,58;7663,52;5446,52;8738,24;6516,28;6838,30;4680,44;6885,97;7283,28;6614,45;6410,55;8751,36;8191,75;6970,10;7679,81;10263,27;9116,46;5757,47;7260,12;9557,97;8948,35;9309,82;10031,20;9196,76;5974,21;8006,37;5894,40;6870,00;12380,71;17593,55;15801,89;15797,67;15875,42;10620,83;7183,54;7047,22;5481,57;312743,92
"130330 Novo Aripuanã";-;257,89;181,22;15456,28;7591,99;6167,35;5272,44;5646,69;6808,22;8302,17;7884,95;8115,55;9524,12;5995,62;11648,69;6354,85;9822,58;11954,88;10989,83;10542,20;6366,91;4468,34;9927,84;1480,04;4463,90;5568,47;4072,03;4541,69;407,15;3728,12;7286,91;11864,99;11763,65;6053,51;5344,51;5579,28;5203,14;4060,07;10767,01;261465,08
"130340 Parintins";-;41,82;5187,81;72453,64;72763,64;67653,23;96247,74;87132,99;84201,33;75613,02;101361,16;105246,04;80100,47;92077,26;101393,70;95287,37;82273,69;72480,86;86328,65;87474,45;111394,73;86317,70;54940,33;69845,53;72051,37;48169,02;48704,41;49361,31;53324,55;66173,35;69088,99;60006,36;65536,99;69098,98;71628,11;89345,97;87291,73;94473,07;67668,96;2799740,33
"130350 Pauini";-;-;-;6041,43;5451,16;5970,24;4479,90;7062,39;4097,66;4078,86;4153,82;3234,00;3267,61;4999,64;3877,87;5666,03;4833,79;7662,63;8747,12;6940,72;4409,92;3176,22;7341,41;4899,90;2184,01;1819,36;1462,67;1681,65;2113,22;1889,21;2245,51;4803,16;3639,52;4831,12;2182,83;543,65;3490,28;1924,88;777,27;145980,66
"130353 Presidente Figueiredo";-;-;-;37681,03;30127,55;34994,66;30044,60;27960,66;39407,25;29151,78;26941,61;49626,53;37504,69;103782,01;32317,32;25947,33;31677,20;39881,31;32083,97;45652,64;41764,21;32972,71;32197,91;37027,61;28566,18;32029,78;38833,33;44796,73;41861,54;48785,06;48206,75;53894,63;46963,65;44106,72;51338,24;47449,29;48407,02;44163,78;29941,09;1448088,37
"130356 Rio Preto da Eva";-;-;6,97;8563,18;10437,42;18627,75;14585,68;23645,88;13091,03;12158,91;19878,11;21934,42;18081,97;12454,60;8962,88;10238,03;39161,28;15330,59;12103,40;18051,56;22264,00;17995,27;12653,22;25690,69;19714,49;13523,94;14022,75;9773,92;13302,79;20694,77;12749,22;20930,50;27845,20;27625,12;18218,75;23446,28;26721,13;22645,42;13515,11;640646,23
