 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Óbitos por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"351890 Guzolândia";-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351900 Herculândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"351905 Holambra";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;16
"351907 Hortolândia";-;-;-;-;-;1;2;3;3;5;4;3;4;-;4;4;5;6;2;2;2;1;2;1;5;3;4;3;1;4;3;2;4;2;2;2;1;3;2;2;1;1;3;2;1;4;2;5;4;1;2;5;2;1;3;3;4;1;2;4;1;1;1;2;2;2;2;2;4;3;3;2;3;9;1;4;6;2;2;2;2;6;5;6;4;4;4;2;1;1;-;-;5;5;3;8;3;4;2;5;2;8;7;2;5;3;6;3;3;4;315
"351910 Iacanga";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;1;1;-;-;-;-;19
"351920 Iacri";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;11
"351925 Iaras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351930 Ibaté";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;1;1;1;1;-;1;-;-;1;-;-;-;-;1;1;-;-;1;-;1;-;1;1;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;-;-;1;1;-;1;-;1;-;1;-;-;-;-;-;1;1;-;2;-;-;2;40
"351940 Ibirá";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"351950 Ibirarema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;12
"351960 Ibitinga";-;-;1;-;-;-;-;1;1;-;-;2;-;1;2;-;2;3;1;1;1;-;-;3;1;1;-;-;1;-;1;2;-;1;-;2;-;-;1;-;-;1;3;-;-;2;3;2;-;1;-;2;2;1;1;1;3;4;4;-;4;-;2;-;-;5;2;1;3;2;-;-;-;-;-;1;3;-;1;-;-;1;1;2;2;1;3;3;2;-;-;-;3;-;1;2;1;1;1;1;1;1;-;-;1;1;3;-;1;2;118
"351970 Ibiúna";-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;2;1;1;1;-;-;1;1;-;-;-;1;-;-;2;1;-;1;-;-;1;-;1;-;-;1;-;2;-;-;-;-;1;-;-;1;2;-;1;1;-;2;-;-;-;-;-;1;-;-;2;1;-;1;-;1;-;3;-;2;2;-;3;2;2;1;-;1;-;-;-;1;1;-;3;1;1;2;4;1;1;-;71
"351980 Icém";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"351990 Iepê";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;16
"352000 Igaraçu do Tietê";-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;-;1;-;1;-;1;-;1;1;1;-;1;1;1;2;2;-;1;-;1;-;1;2;2;-;1;1;-;-;1;2;3;-;1;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;1;1;-;4;-;-;3;3;-;-;64
"352010 Igarapava";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;4;-;1;2;2;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;1;3;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;41
"352020 Igaratá";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;2;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;-;-;28
"352030 Iguape";-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;2;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;1;1;-;-;1;-;-;1;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;32
"352042 Ilha Comprida";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;2;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"352044 Ilha Solteira";-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;1;1;-;-;-;-;-;24
"352040 Ilhabela";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;1;-;1;1;-;-;-;1;-;1;1;-;1;1;-;1;1;-;-;4;-;2;2;-;2;-;-;-;-;1;-;-;-;2;-;-;1;-;1;1;-;-;1;3;-;2;1;-;-;-;-;-;-;45
"352050 Indaiatuba";-;-;-;1;-;1;-;3;6;1;-;1;2;4;2;1;1;2;1;1;6;6;6;6;13;8;5;4;4;4;6;6;5;3;7;6;5;5;8;8;7;4;6;13;7;12;4;7;3;1;6;3;7;5;7;4;4;3;3;3;6;5;2;3;2;7;3;5;6;9;7;3;3;4;5;1;3;5;1;3;6;4;3;1;8;4;4;3;2;3;6;3;7;4;5;6;2;5;1;6;4;4;4;2;6;3;13;11;5;8;483
"352060 Indiana";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"352070 Indiaporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352080 Inúbia Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"352090 Ipaussu";-;-;-;-;-;-;-;1;-;-;-;1;-;3;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;2;-;-;-;1;1;1;1;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;1;1;-;1;-;38
"352100 Iperó";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;-;1;1;-;-;1;-;1;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;2;-;1;1;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;29
"352110 Ipeúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;5
"352115 Ipiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352120 Iporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"352130 Ipuã";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;2;1;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;23
"352140 Iracemápolis";-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;20
"352150 Irapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;5
"352160 Irapuru";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;14
"352170 Itaberá";-;-;-;-;-;2;-;1;-;-;1;1;-;-;1;-;-;1;1;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;-;-;-;1;-;-;-;-;2;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;29
"352180 Itaí";-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;-;-;1;-;1;1;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;2;2;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;35
"352190 Itajobi";-;-;-;-;-;-;-;2;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;1;1;-;-;1;1;1;-;-;-;-;-;1;-;-;1;-;1;-;-;1;2;-;-;-;-;2;2;1;2;1;-;2;-;-;1;1;2;-;-;44
"352200 Itaju";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"352210 Itanhaém";-;-;-;-;-;2;2;2;3;2;3;-;1;1;-;1;2;2;3;1;-;3;2;-;-;1;2;3;2;-;5;4;2;3;2;-;2;4;-;1;1;2;-;1;3;3;-;2;2;-;1;1;-;1;-;1;-;2;3;2;-;-;1;1;-;-;-;2;1;-;1;2;2;2;3;-;3;1;-;-;1;-;1;2;2;3;3;2;1;1;4;1;1;4;4;1;5;4;2;1;1;-;2;-;1;1;3;1;6;1;164
"352215 Itaóca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352220 Itapecerica da Serra";-;-;-;1;-;3;3;3;2;1;2;2;3;1;4;4;4;2;3;2;3;1;1;3;2;1;3;2;3;1;-;1;-;1;1;2;1;3;-;2;3;1;5;1;1;2;2;2;1;1;4;1;1;3;3;4;1;-;4;1;1;-;1;2;3;1;3;2;4;3;1;-;-;1;2;1;3;3;3;-;2;2;1;1;3;1;4;2;-;3;1;1;3;4;3;1;2;2;-;2;2;4;3;1;2;3;3;4;4;-;210
"352230 Itapetininga";-;-;-;-;1;2;2;1;-;2;-;1;2;-;1;3;2;7;6;4;3;6;4;5;4;3;3;2;1;4;4;3;5;1;2;4;5;2;3;2;1;-;4;6;2;2;5;1;1;6;-;-;-;2;2;3;2;1;4;5;6;-;3;2;2;3;1;1;2;2;3;4;4;2;3;2;3;1;1;1;4;4;5;2;-;2;2;3;2;2;5;1;2;2;2;7;2;2;-;2;-;2;1;3;2;3;5;2;6;3;271
"352240 Itapeva";-;-;-;-;2;1;-;4;2;-;1;3;1;1;-;4;1;-;1;1;2;2;3;2;-;5;1;2;4;-;2;2;2;1;1;1;2;3;2;3;2;1;1;3;1;2;5;-;-;1;2;1;1;2;2;2;1;1;3;3;3;-;1;2;4;2;1;-;1;1;1;1;-;4;-;2;2;3;2;2;1;1;-;4;1;1;1;1;-;-;2;2;-;3;1;1;1;1;2;-;4;1;-;3;1;2;3;-;1;-;166
"352250 Itapevi";-;-;-;-;1;3;2;2;1;2;2;1;6;5;3;7;3;5;5;2;2;4;4;3;4;3;4;2;7;7;5;5;5;-;4;4;3;3;5;5;1;2;4;2;4;2;4;2;1;4;1;5;6;5;7;4;4;1;3;3;6;4;5;5;6;5;1;5;3;1;4;2;2;5;4;5;2;6;6;3;4;2;6;4;5;3;5;4;3;2;3;3;2;4;6;5;5;1;1;1;4;3;3;8;4;7;9;4;7;2;394
"352260 Itapira";-;-;-;-;-;-;1;2;2;1;3;3;3;1;3;1;3;2;1;1;2;4;2;-;3;3;3;1;2;7;4;2;-;3;3;2;4;1;1;1;2;3;3;2;1;2;-;4;2;4;1;1;2;2;1;-;2;2;1;2;2;-;2;3;1;-;3;2;3;-;-;-;-;-;2;2;2;1;-;-;3;-;4;1;2;4;1;2;3;2;3;3;3;4;1;5;4;5;2;3;-;2;1;3;1;3;-;5;4;2;211
"352265 Itapirapuã Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"352270 Itápolis";-;-;-;-;-;-;-;-;1;-;1;1;-;1;2;-;-;-;2;1;-;-;-;1;1;2;1;1;1;-;-;1;1;-;1;1;1;1;1;-;-;1;2;1;-;-;2;-;2;1;1;1;3;-;-;2;-;-;1;1;3;-;3;1;1;1;-;2;1;-;1;-;1;2;-;2;-;1;-;-;2;2;-;1;-;-;-;1;3;2;2;2;-;3;1;1;2;-;-;1;-;2;-;3;1;-;4;2;1;2;98
"352280 Itaporanga";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;-;-;-;1;1;-;-;1;1;-;-;1;-;1;-;-;-;-;1;-;2;1;-;1;-;-;-;-;-;1;1;1;1;1;-;1;1;1;-;-;1;1;-;-;-;-;36
"352290 Itapuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"352300 Itapura";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"352310 Itaquaquecetuba";-;-;-;-;-;2;6;2;7;7;8;5;3;7;5;5;1;5;2;9;9;8;4;4;4;9;7;1;6;4;5;3;9;4;9;8;4;4;5;8;8;8;5;3;3;6;7;10;7;4;6;8;2;2;6;6;8;5;3;9;8;2;2;6;4;9;8;4;2;3;3;4;7;7;10;3;4;7;11;5;6;9;8;7;2;4;4;2;3;2;7;4;7;12;12;5;7;5;6;2;5;12;5;3;11;9;11;10;4;5;603
"352320 Itararé";-;-;-;-;-;1;-;-;-;-;1;2;1;-;-;-;-;2;-;1;1;-;-;-;-;1;2;-;-;1;1;-;-;1;3;-;1;1;2;2;-;-;-;4;1;1;-;-;1;1;-;1;-;-;-;1;1;-;-;-;3;-;1;1;1;1;1;1;1;1;2;-;1;1;1;-;-;1;-;-;-;1;-;1;1;-;2;2;-;1;-;-;-;3;1;-;2;-;1;1;-;2;1;1;1;3;-;1;-;1;78
"352330 Itariri";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;15
"352340 Itatiba";-;-;-;-;-;-;1;1;1;-;3;-;-;-;-;1;-;-;1;-;-;1;-;-;1;1;-;-;1;2;1;3;1;-;1;-;1;-;3;2;1;-;-;-;2;1;1;2;-;-;1;1;5;2;1;2;1;1;1;-;1;-;3;1;-;2;-;2;2;-;-;-;3;2;-;3;1;2;-;-;3;-;-;1;4;1;1;3;-;2;2;-;-;2;2;2;-;-;1;-;-;-;1;1;2;-;1;1;-;1;101
"352350 Itatinga";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;19
