 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:Jan-Ago/2020
"Município";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"160030 Macapá";1477,56;14361,43;57272,10;1610327,95;1355875,41;1357942,94;1040387,00;1088342,77;1089930,90;1088488,96;1290657,14;9995064,16
"160040 Mazagão";-;-;1878,53;24637,89;32069,16;29955,60;15369,29;16981,47;18735,97;17722,56;14920,24;172270,71
"160050 Oiapoque";-;65,20;-;7661,13;13488,14;5262,82;1003,72;617,00;2729,37;3227,78;1945,56;36000,72
"160015 Pedra Branca do Amapari";-;7,30;-;8586,21;2891,28;3801,90;899,56;3170,43;3173,76;3838,18;45648,52;72017,14
"160053 Porto Grande";-;29,20;14,27;27474,38;9380,54;12567,32;11572,59;3620,59;6841,17;1498,36;1767,66;74766,08
"160055 Pracuúba";-;-;-;644,71;430,21;157,02;4456,22;669,12;65,60;314,14;119,62;6856,64
"160060 Santana";2362,48;4706,16;12762,75;354820,98;273970,14;288269,24;263944,68;239281,90;208945,14;269637,47;275406,17;2194107,11
"160005 Serra do Navio";-;-;-;1207,31;2148,77;1963,46;822,34;897,27;807,00;914,09;2249,43;11009,67
"160070 Tartarugalzinho";-;7,30;-;4896,99;3974,42;1291,27;1056,45;1111,49;1284,35;7323,21;675,75;21621,23
"160080 Vitória do Jari";-;-;6300,00;12993,85;18240,43;11416,02;2212,75;1573,66;1107,66;533,53;692,01;55069,91
"160000 Município ignorado - AP";-;-;-;-;-;97,44;-;-;-;-;-;97,44
"170025 Abreulândia";-;-;-;6321,75;4814,17;4985,35;5854,24;6243,16;6675,63;4792,45;3266,32;42953,07
"170030 Aguiarnópolis";45,00;-;21,68;29376,85;35093,09;58594,52;28514,63;32119,34;30684,95;30471,46;33022,89;277944,41
"170035 Aliança do Tocantins";-;-;272,81;12873,83;7001,24;9447,12;13094,63;5064,83;4109,36;5466,20;4687,44;62017,46
"170040 Almas";-;-;-;16569,98;16619,14;18523,89;10232,99;7866,41;6093,20;9402,43;8560,59;93868,63
"170070 Alvorada";-;-;17,74;60375,15;46740,26;67437,36;45342,29;41112,53;41722,23;46374,12;49462,15;398583,83
"170100 Ananás";450,00;-;180,00;32610,76;23207,19;32208,86;17700,66;19566,82;23521,73;13251,07;13686,07;176383,16
"170105 Angico";180,00;-;-;9002,39;7455,90;11523,22;10285,97;5670,70;4694,33;4161,55;3560,89;56534,95
"170110 Aparecida do Rio Negro";-;-;21,68;10803,21;12844,27;12658,83;5797,07;5912,55;3798,65;4239,82;3048,66;59124,74
"170130 Aragominas";4440,00;4200,00;5040,50;19819,77;25588,67;32241,03;22965,54;15481,11;17378,45;27043,27;18808,38;193006,72
"170190 Araguacema";-;-;-;24571,16;17658,22;10470,10;5185,26;7985,40;7220,97;13215,83;8312,71;94619,65
"170200 Araguaçu";-;45,00;225,00;15928,99;13702,00;17788,64;10034,09;12005,56;11767,59;11821,64;11920,67;105239,18
"170210 Araguaína";7008,16;45,00;5925,64;1286370,54;1138003,17;1193444,62;895510,20;881761,65;920137,16;1001521,89;829950,82;8159678,85
"170215 Araguanã";-;-;-;16594,36;25087,42;14892,05;17173,04;17466,05;11212,04;13335,62;10149,77;125910,35
"170220 Araguatins";-;-;-;74215,80;56100,92;107406,50;42145,92;39098,79;50976,45;55970,01;38207,23;464121,62
"170230 Arapoema";180,00;46,56;-;26629,02;43252,36;23638,57;24153,52;36549,91;27464,52;29604,65;22936,65;234455,76
"170240 Arraias";-;-;-;11521,61;19005,20;12260,00;11565,42;12666,35;13398,82;9528,28;7874,93;97820,61
"170255 Augustinópolis";-;-;-;66006,77;50653,58;87757,56;44684,84;51088,69;66157,50;65922,48;62269,84;494541,26
"170270 Aurora do Tocantins";-;-;-;2247,50;134,39;808,14;6299,41;124,10;468,81;320,53;1388,70;11791,58
"170290 Axixá do Tocantins";-;45,00;-;33910,39;30014,61;41739,93;17330,10;20269,01;24546,47;27764,82;31152,46;226772,79
"170300 Babaçulândia";180,00;-;-;25666,55;24483,71;19956,80;15356,09;15871,42;16246,71;16965,75;15729,48;150456,51
"170305 Bandeirantes do Tocantins";-;-;-;14554,03;8224,60;7073,50;5258,99;4751,03;5013,48;3582,99;3962,90;52421,52
"170307 Barra do Ouro";45,00;-;-;13157,83;11205,20;8374,44;6293,60;5387,53;3797,85;4971,55;5899,11;59132,11
"170310 Barrolândia";-;-;-;22638,96;27309,84;34697,28;19074,05;20598,75;23576,49;11363,65;12261,26;171520,28
"170320 Bernardo Sayão";45,00;-;-;7686,99;17147,26;7509,69;4833,26;3204,92;3521,56;14416,57;8976,72;67341,97
"170330 Bom Jesus do Tocantins";-;-;-;5686,14;5022,03;8008,89;4675,48;4567,14;4202,25;3964,62;6251,32;42377,87
"170360 Brasilândia do Tocantins";45,00;-;-;5818,48;6001,83;9523,91;4025,71;3969,79;5243,80;6101,51;5900,01;46630,04
"170370 Brejinho de Nazaré";-;-;91,24;30765,87;20237,43;18893,62;23115,39;16634,50;11172,11;13146,53;12717,65;146774,34
"170380 Buriti do Tocantins";-;-;-;27806,00;17022,45;53408,50;17927,47;16143,45;15359,55;26124,44;18138,79;191930,65
"170382 Cachoeirinha";-;-;-;4993,73;8116,18;10399,97;5001,24;5274,00;4870,39;4877,84;4008,18;47541,53
"170384 Campos Lindos";45,00;-;-;2689,97;3602,02;7787,08;1360,99;629,76;1508,45;3277,82;2308,75;23209,84
"170386 Cariri do Tocantins";-;-;450,00;13779,61;12621,93;17502,85;13500,04;14833,17;17251,42;17489,26;10302,35;117730,63
"170388 Carmolândia";-;-;-;23540,87;17041,37;20034,29;14770,90;12080,89;10926,09;12664,04;8116,91;119175,36
"170389 Carrasco Bonito";-;-;-;8693,90;5020,11;22293,30;9827,40;7467,90;16843,88;14164,04;7128,09;91438,62
"170390 Caseara";45,00;-;-;14613,87;9067,09;8278,71;3274,14;10959,34;3243,40;3415,29;3401,70;56298,54
"170410 Centenário";-;-;16,30;1060,94;8054,46;609,75;595,10;192,66;103,91;395,60;136,31;11165,03
"170510 Chapada da Natividade";-;-;21,68;1947,66;1377,50;11859,42;3470,20;7738,40;7729,20;3934,40;13048,83;51127,29
"170460 Chapada de Areia";-;-;-;911,44;1168,43;2225,24;6100,54;2185,77;4246,87;5138,76;4085,57;26062,62
"170550 Colinas do Tocantins";6495,00;6300,00;9344,16;117948,01;93153,02;165973,81;77842,66;72015,61;81445,14;86280,90;91042,27;807840,58
"171670 Colméia";-;-;1030,15;29763,28;57251,41;44477,85;29360,46;29471,23;36692,73;37496,01;20521,92;286065,04
"170555 Combinado";-;483,16;1484,92;5496,99;12557,12;3180,60;1598,39;4432,41;10778,41;1013,82;647,17;41672,99
"170560 Conceição do Tocantins";-;-;-;1854,36;2727,64;4602,85;4981,34;420,96;202,88;985,18;862,97;16638,18
"170600 Couto Magalhães";45,00;-;-;18118,97;10744,51;28887,51;10308,67;10537,43;11374,70;12691,70;13624,66;116333,15
"170610 Cristalândia";-;-;1050,00;19130,68;16285,98;15493,87;12964,98;15537,45;12172,83;14149,37;13907,47;120692,63
"170625 Crixás do Tocantins";-;-;135,00;6673,66;9825,51;6402,46;7304,58;6281,06;5530,10;6740,56;6130,05;55022,98
"170650 Darcinópolis";45,00;45,00;-;26413,98;15850,47;27734,83;15181,13;19422,75;17869,62;21862,15;14539,32;158964,25
"170700 Dianópolis";-;-;97,94;42674,80;45809,21;49690,72;29245,69;31700,63;23603,64;23897,98;26612,12;273332,73
"170710 Divinópolis do Tocantins";-;-;90,61;25095,32;20755,67;23478,12;17482,60;10012,71;13064,97;16466,33;15602,11;142048,44
"170720 Dois Irmãos do Tocantins";-;-;45,00;15838,69;12023,47;16240,77;15720,59;5057,20;11527,74;7283,55;6771,90;90508,91
"170730 Dueré";-;-;318,73;19449,50;12899,04;18035,58;14256,54;11176,25;16014,12;9569,56;12591,13;114310,45
"170740 Esperantina";-;-;-;24321,80;33520,38;40096,75;26393,09;21225,00;23652,52;45364,60;22759,08;237333,22
"170755 Fátima";-;-;-;5706,40;7055,91;7721,66;7403,15;7358,40;6847,48;7692,25;14254,78;64040,03
"170765 Figueirópolis";-;-;-;9656,31;6781,47;12432,91;15848,05;4603,07;10447,59;9706,70;6317,47;75793,57
"170770 Filadélfia";165,00;180,00;120,00;26900,42;17328,70;19668,57;15606,96;16691,24;14483,82;17754,26;18733,96;147632,93
"170820 Formoso do Araguaia";-;-;86,45;37732,31;49078,08;42499,92;37703,55;39067,37;33542,87;32782,32;32187,99;304680,86
"170825 Fortaleza do Tabocão";-;-;24,00;4312,06;6796,26;12678,81;5621,03;8666,89;13095,90;12876,48;9161,51;73232,94
"170830 Goianorte";-;-;-;7434,65;17176,61;10521,71;5084,00;2946,06;3006,15;1810,82;6230,09;54210,09
"170900 Goiatins";240,00;-;-;23959,67;21243,19;50613,89;26123,11;24516,39;14871,97;11672,36;9691,36;182931,94
"170930 Guaraí";720,00;-;31,30;89427,49;128607,26;87334,20;57749,23;61367,20;63450,22;61971,86;59621,57;610280,33
"170950 Gurupi";-;1462,74;5518,08;404597,91;460464,41;423832,58;347784,22;284314,14;290038,20;297815,49;226280,75;2742108,52
"170980 Ipueiras";-;-;-;4978,77;4247,96;6094,06;4721,30;2949,64;2793,72;2943,90;2925,42;31654,77
"171050 Itacajá";90,00;-;-;8120,71;12658,16;26473,76;7585,83;7675,02;5565,15;15423,94;6554,86;90147,43
"171070 Itaguatins";-;-;-;12983,32;5576,11;10069,83;6311,25;3034,26;4483,73;2608,25;5877,10;50943,85
"171090 Itapiratins";90,00;-;6,97;25563,78;11786,98;23130,22;13873,98;5583,55;7316,76;9084,94;2811,41;99248,59
"171110 Itaporã do Tocantins";405,00;-;68,93;4989,54;8092,17;5138,25;2883,84;2906,75;3130,64;3426,38;3089,78;34131,28
"171150 Jaú do Tocantins";-;-;-;930,86;1202,93;1115,85;2132,57;3133,31;1700,15;6293,77;1755,77;18265,21
"171180 Juarina";-;-;-;15752,61;7016,50;11498,77;1898,75;1996,28;1536,29;1113,30;1253,68;42066,18
"171190 Lagoa da Confusão";-;483,16;-;59257,49;49371,12;54564,63;50550,50;51022,15;38361,15;50568,99;37389,77;391568,96
"171195 Lagoa do Tocantins";-;-;-;14260,53;15965,71;21665,73;13138,23;11846,19;10822,28;9517,69;12146,43;109362,79
"171200 Lajeado";-;-;-;16998,52;15796,33;14613,79;11035,13;11082,54;11780,22;11843,51;12514,24;105664,28
