 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2018-2019
"Município";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"Total"
"130010 Anori";-;12,47;12,47;5310,03;6478,22;4102,18;4052,86;3850,93;5451,09;3440,26;5035,98;6235,98;5164,14;7127,46;4358,47;5008,29;3326,41;5734,58;4582,12;6077,22;4224,91;2464,18;2640,05;5405,57;8264,04;8285,36;15203,89;131849,16
"130014 Apuí";-;728,88;285,77;11990,06;21623,67;21945,43;40777,31;22428,03;22197,93;18469,10;18243,01;16105,76;22853,81;19973,37;23737,48;18983,30;17895,30;26497,71;17227,80;23951,15;19683,54;16472,35;18904,15;16176,37;33460,55;12374,10;8682,23;491668,16
"130020 Atalaia do Norte";-;-;6,97;3137,21;6334,01;15592,52;6165,69;7428,07;5313,53;33053,69;7352,62;6756,39;15269,04;3932,90;14777,28;26413,88;36389,61;19104,31;29207,73;20006,66;49134,39;27826,94;50138,42;29908,70;7338,70;20482,40;26614,19;467685,85
"130030 Autazes";-;-;14,27;17708,63;20425,75;36554,08;19989,93;35351,83;42049,07;33552,61;23347,65;30242,36;23946,89;35979,66;51855,39;60621,60;79017,03;58065,21;54871,31;50026,93;55411,37;60623,61;57956,32;58924,87;56638,77;73335,96;50400,73;1086911,83
"130040 Barcelos";-;-;-;4134,24;2515,68;4054,18;3336,63;8036,61;3370,27;3318,86;4111,93;3872,60;3493,25;3455,97;1922,26;15503,08;6196,14;4717,72;5205,18;5278,85;6528,40;4303,39;7348,82;14421,09;14007,43;9974,89;12402,05;151509,52
"130050 Barreirinha";-;-;690,03;4367,53;6341,43;9481,02;5025,13;10399,45;17633,13;22286,73;25106,82;23846,44;22555,12;25633,72;22536,62;29446,12;38334,85;29265,79;26305,88;9090,05;14302,65;3733,97;15129,13;61344,11;23148,51;17898,53;19374,29;483277,05
"130060 Benjamin Constant";-;51,97;1405,58;2869,47;2230,69;3288,25;3504,06;8159,95;8870,82;46472,10;2243,50;4346,50;2841,35;3049,08;5804,71;2216,53;2800,03;3014,05;4959,77;10219,64;10310,64;3332,16;3527,79;5860,92;12575,34;10041,93;6845,51;170842,34
"130063 Beruri";-;-;6,97;6188,16;10377,26;13858,98;12254,45;18937,17;13320,44;13249,29;13820,22;9441,97;20516,60;16693,41;16587,00;21003,03;22971,43;23517,30;25261,89;25486,71;29782,37;25055,99;15300,35;17687,39;15095,53;19237,39;12769,35;418420,65
"130068 Boa Vista do Ramos";-;-;759,73;7172,23;15643,42;14694,87;13031,15;22494,84;19332,29;19129,07;20520,71;20536,71;22590,58;19117,33;23463,53;24245,91;21864,23;26360,65;21804,24;24142,57;13851,04;20836,89;21246,70;20284,80;20863,02;4040,75;4349,21;442376,47
"130070 Boca do Acre";-;-;396,69;23563,12;26942,55;24642,74;23778,96;30720,62;23675,19;20631,45;18207,35;16509,78;21148,86;20131,56;34716,57;35207,72;38342,13;30383,62;35317,39;36497,53;23141,29;34425,96;22312,88;30988,06;44653,14;174614,90;39284,67;830234,73
"130080 Borba";-;14,27;45,00;9463,75;17630,06;28375,28;31834,42;40741,36;35407,67;30008,26;38378,22;25080,94;29639,36;39331,92;33224,93;31345,94;37144,37;30455,05;34281,68;26531,02;28778,98;27709,38;34427,49;22610,82;32665,86;15772,70;25324,34;706223,07
"130083 Caapiranga";-;-;7,30;5427,83;8379,32;7344,90;15631,54;19926,49;12467,57;11780,64;18370,80;9033,13;14048,79;12998,87;13537,24;12675,31;11154,37;18145,67;19197,76;22631,39;19676,24;18505,39;17855,68;17636,12;14604,91;24402,53;62290,25;407730,04
"130090 Canutama";-;-;6,97;5732,60;11416,45;11372,62;5760,36;5109,59;10237,92;5773,76;11061,76;11201,41;10846,75;11708,70;9097,49;8962,43;12135,56;9869,24;9965,97;9197,68;7942,71;10885,59;11623,21;10133,11;4975,46;8200,68;10442,08;223660,10
"130100 Carauari";-;-;-;6724,12;11222,73;9008,63;18734,96;12535,93;8050,62;9435,93;14708,97;10821,30;9176,37;15150,89;11816,50;14779,49;19758,28;12168,34;20425,31;20454,81;14269,36;13349,04;9700,48;22654,18;15045,30;18159,09;14823,74;332974,37
"130110 Careiro";-;-;6,97;26513,36;18110,77;35362,49;17783,49;25582,76;24118,57;30966,74;35454,17;44454,81;34502,05;23095,81;19522,76;28206,99;51534,77;43592,10;54164,97;62592,71;56146,32;43382,58;68136,20;59795,76;54331,91;89614,00;128242,13;1075215,19
"130115 Careiro da Várzea";-;-;51,97;8017,83;18329,14;21571,11;16885,33;15499,64;19833,16;15258,57;13812,63;17967,87;25993,82;23026,18;18837,62;15021,03;24193,34;19309,97;33587,64;18941,00;26394,68;20135,76;31549,00;17384,68;25963,83;23978,87;26938,52;498483,19
"130120 Coari";-;13,94;2735,44;40972,99;50510,87;81205,33;69396,73;62362,96;74724,76;169510,21;69739,92;43800,96;57635,41;50249,08;51274,86;47445,34;44535,77;54167,70;66777,12;46019,28;94294,20;71256,82;103890,69;156170,07;58319,63;190688,70;65877,84;1823576,62
"130130 Codajás";-;-;-;13251,86;30150,07;24085,17;23695,42;7977,55;6769,84;9526,56;23430,51;10789,16;24744,16;18882,88;18426,13;11877,67;16410,91;7460,01;7394,64;9756,91;9688,19;7511,61;8107,83;7725,13;9261,85;7804,35;15178,99;329907,40
"130140 Eirunepé";-;233,27;6,97;2724,62;2147,10;4737,85;7054,50;3252,35;3627,17;3458,59;3590,94;5883,10;6462,11;12025,16;11024,76;24205,07;28698,67;21913,37;33988,17;28639,39;19336,84;36901,69;29689,24;29097,01;38835,82;35741,72;25438,50;418713,98
"130150 Envira";-;14,60;-;1884,95;2875,82;2302,31;2929,35;2454,89;43860,13;2326,71;5163,22;6456,81;4348,78;934,53;2242,65;2532,01;15299,78;5430,23;6961,73;964,91;5074,29;4171,74;9823,27;2833,20;12188,41;16789,34;14426,94;174290,60
"130160 Fonte Boa";-;-;6,97;3534,07;2901,49;10502,61;8136,84;7874,63;4198,50;2519,81;2717,40;2489,45;6712,93;14699,20;12391,20;22504,36;22890,14;15084,91;10887,09;3782,16;7885,91;13118,89;8344,92;7872,03;17975,85;14701,67;3984,97;227718,00
"130165 Guajará";-;-;1916,10;9899,52;8327,14;5885,34;15936,17;8641,27;7975,89;10861,03;10177,39;9678,83;10444,87;7336,89;11010,22;14566,68;8182,08;14183,26;11117,97;13611,92;7973,97;10018,15;18595,97;10635,05;9358,64;8160,60;6895,60;251390,55
"130170 Humaitá";-;327,93;18,68;78610,52;81541,35;94236,01;86300,97;93343,03;105072,14;93805,99;123447,04;95189,48;137356,83;104282,85;108668,90;98500,84;117272,46;104614,53;115246,35;104368,31;108906,64;139200,94;163126,29;153630,89;136081,31;209242,10;90155,51;2742547,89
"130180 Ipixuna";-;-;869,38;3870,13;5899,56;3649,15;2037,88;5296,45;3229,87;4928,82;6560,66;6231,38;3456,99;3601,81;4187,34;6724,94;4705,73;1556,41;3796,28;6932,53;3017,65;5768,10;4994,59;3901,89;3422,05;7263,94;7186,06;113089,59
"130185 Iranduba";-;6,97;3951,99;60166,31;53628,95;58162,83;85743,79;52718,07;55765,51;235702,72;47877,01;43025,97;65207,19;82499,42;45558,44;63118,86;41708,68;54789,23;55748,41;58963,10;75044,89;72788,13;78694,94;70301,98;64744,79;89622,59;67446,96;1682987,73
"130190 Itacoatiara";-;14,27;627,30;63346,89;88240,61;80453,11;88545,74;119361,27;114152,88;136784,67;138535,92;111919,24;137905,13;145057,34;109628,41;137888,32;98555,65;104620,93;139726,24;113037,00;130812,42;202653,60;153641,13;123611,44;135064,73;158084,51;133068,07;2965336,82
"130195 Itamarati";-;-;-;93,75;6117,20;765,88;4902,73;1014,45;6281,09;537,79;551,31;4839,58;1260,30;1158,71;543,45;1347,31;682,85;990,09;816,61;453,00;1044,07;491,36;795,94;620,91;5290,03;520,12;5967,42;47085,95
"130200 Itapiranga";-;6,97;45,00;6473,46;6829,14;11113,68;9184,44;2006,42;4219,59;4710,65;3534,77;13577,43;4331,94;5395,57;6851,87;9861,83;9209,01;6167,07;7058,74;6919,31;3530,02;5452,96;7399,11;6709,18;8417,41;5237,18;5517,26;159760,01
"130210 Japurá";-;-;-;11159,77;6793,08;6719,52;7524,00;7023,12;11005,79;7738,02;7907,25;11606,53;7802,44;8237,16;8098,78;8319,57;9124,69;7194,63;7990,97;16985,96;9532,36;7965,24;13474,35;9931,55;12184,88;6693,10;2805,00;213817,76
"130220 Juruá";-;-;-;1246,47;184,23;218,78;1349,12;1458,55;1079,92;1348,37;631,90;985,56;411,95;1949,06;1006,12;1824,91;2463,21;1086,82;1054,64;1141,03;1017,67;836,29;525,36;747,90;536,11;1676,94;2118,21;26899,12
"130230 Jutaí";-;-;-;1189,84;1108,60;2054,28;3137,48;7423,57;6540,88;3627,62;1816,88;2157,02;1248,85;794,78;2962,65;5663,24;16749,86;6250,91;7609,52;3970,71;6711,42;5831,37;4139,18;9924,95;16488,08;17320,56;11764,12;146486,37
"130240 Lábrea";-;-;-;11320,54;9612,18;6859,75;14388,92;15159,47;16876,34;11445,93;11820,00;17130,90;20170,55;11825,04;22687,42;17557,92;26066,46;27694,51;20787,60;17275,06;22790,11;52075,44;88530,83;29195,95;30222,69;42637,48;17999,71;562130,80
"130250 Manacapuru";-;21,57;140,38;143908,53;148411,53;118511,40;122501,67;127429,91;122011,93;139105,94;127831,06;137493,32;167313,22;181523,83;161187,23;201034,38;139209,10;175834,86;193564,86;221118,25;145711,10;159469,56;169842,50;168201,25;147603,72;127680,50;119780,87;3666442,47
"130255 Manaquiri";-;-;-;5311,88;8309,34;5473,29;11185,05;16268,12;11296,00;20837,55;16591,49;16337,80;19836,35;16725,56;12986,03;13221,11;11705,81;11885,88;12725,07;18532,13;15797,07;10052,96;11160,50;32738,97;13201,59;12087,83;18911,38;343178,76
"130260 Manaus";2420,02;8809,56;258741,87;9823775,33;9789364,14;11154368,17;12411051,65;12068394,69;12002828,37;13930934,53;12650365,83;11821635,62;12418043,77;11673513,58;11042537,43;12239343,00;13719234,20;12468048,92;13564343,27;12974351,91;13360426,34;13684824,55;13746422,00;13792463,74;13077997,10;13394736,74;12982820,03;300061796,36
"130270 Manicoré";-;-;107,96;11654,90;10118,67;18475,04;8255,24;15194,30;13777,49;19117,39;27200,36;18249,72;22254,14;19790,12;19984,23;22107,32;23118,68;17113,83;27401,05;16149,43;15366,84;12348,86;18456,57;13192,95;16379,01;19497,68;23468,40;428780,18
"130280 Maraã";-;-;6,97;3032,07;3251,85;4758,23;7281,28;7998,90;19774,41;4103,80;4614,35;5761,14;7403,55;4983,92;5472,33;3034,67;6008,03;3436,66;18235,09;9572,37;3090,52;9746,89;10928,07;3868,46;3429,28;7547,31;3346,94;160687,09
"130290 Maués";-;6,97;58,94;24619,14;21159,15;75013,66;33221,01;32463,27;55651,36;45577,97;46723,90;40396,60;40562,93;35383,66;45835,01;39820,50;59921,79;55964,97;39904,86;51676,21;50430,26;59938,92;47523,01;39268,60;69571,20;46380,44;83098,16;1140172,49
"130300 Nhamundá";-;-;-;1625,97;1408,70;2420,03;2333,27;3772,65;1663,30;1956,43;4043,72;16894,05;13110,62;13766,79;10412,67;17092,70;9753,03;4221,24;9366,43;16739,35;12616,89;15534,18;23341,30;18030,22;30123,75;24555,22;28201,41;282983,92
"130310 Nova Olinda do Norte";-;-;-;9724,20;4687,44;6575,32;9207,67;21351,58;23578,37;31618,71;22539,73;29861,50;36476,28;30720,95;24635,69;31934,73;47166,91;37577,28;44645,10;44338,46;41693,11;46885,72;63216,29;42236,60;14616,13;18803,27;17909,03;702000,07
"130320 Novo Airão";-;6,97;141,97;6321,36;9049,12;15874,69;13010,03;26139,79;25436,34;17254,12;25790,54;17764,08;18501,00;17424,31;22025,31;20739,40;9715,78;29793,87;13423,61;22547,90;27045,27;18591,04;13705,84;23714,22;30520,83;20859,63;25384,59;470781,61
"130330 Novo Aripuanã";-;-;648,21;4771,04;19013,56;6075,75;14830,92;12070,62;10217,40;9756,75;5760,06;10771,74;10901,48;5341,82;13007,58;6113,66;16104,67;11081,73;9388,27;3889,62;14268,39;3038,10;3018,06;8540,37;4055,73;2419,12;14606,19;219690,84
"130340 Parintins";-;7,30;6,97;90404,98;70889,68;94310,24;86642,81;78649,90;207956,80;132498,92;75274,65;74845,60;96780,92;92169,76;77122,86;84926,12;111747,37;82464,54;94630,19;89701,15;101810,67;89007,40;84839,30;79165,20;100836,22;72735,78;95440,59;2264865,92
"130350 Pauini";-;-;451,50;3359,78;2051,82;8854,80;2814,37;1696,55;3018,45;4247,15;3822,14;2381,02;6777,73;6238,34;5336,07;1665,98;4208,13;2288,10;8590,25;14351,40;10251,30;16217,44;9145,74;8257,51;15659,65;7708,91;11313,17;160707,30
"130353 Presidente Figueiredo";-;7,30;13327,14;32582,34;37828,89;44456,67;50381,62;41725,29;49715,88;53313,89;51009,84;41831,00;46503,68;61490,82;48933,72;47089,14;55547,52;58175,53;71173,83;64489,99;50636,65;51659,54;48882,24;64513,99;42492,62;57234,71;50894,04;1235897,88
"130356 Rio Preto da Eva";45,00;-;-;11898,56;17870,11;19883,18;36625,58;29707,15;89691,98;183473,65;65609,40;63326,97;104686,00;80965,19;75593,39;79647,86;57354,01;74014,10;95907,52;87278,48;93771,98;52344,91;72271,26;62433,31;63273,33;77988,19;72031,85;1667692,96
"130360 Santa Isabel do Rio Negro";-;-;-;468,84;387,80;429,90;1860,55;1406,36;2036,78;874,90;1459,96;4121,96;1293,87;1002,62;1152,20;2839,57;4605,64;3147,02;4952,89;9250,92;10029,07;8965,32;8284,67;11151,93;7921,98;12469,36;7163,59;107277,70
"130370 Santo Antônio do Içá";-;-;-;4646,01;3793,02;1434,98;1611,97;1983,40;9250,95;36481,94;10307,04;2318,08;3888,85;4032,50;3487,58;944,30;3659,95;4662,86;1991,77;2231,18;17225,46;17564,56;13382,93;16248,77;18598,86;18587,33;20057,70;218391,99
"130380 São Gabriel da Cachoeira";-;-;2606,78;8213,02;7049,27;15645,45;14415,30;20562,53;17550,76;21713,78;15412,87;24234,36;16116,36;15546,94;14634,56;9000,56;10294,62;12475,34;9035,62;7756,74;14834,18;16640,35;18890,37;18346,18;17226,21;6309,29;18969,63;353481,07
"130390 São Paulo de Olivença";-;6,97;55,56;4551,03;3342,80;3748,09;8597,85;4152,26;6790,53;28956,60;5103,64;7708,43;7041,01;7544,66;6121,86;5219,06;5933,16;4851,41;5051,44;4771,92;4704,23;5087,79;3544,66;4413,06;3487,54;2988,53;11355,22;155129,31
"130395 São Sebastião do Uatumã";-;-;-;2033,87;722,82;1316,60;1382,58;1502,64;1667,18;5427,83;3887,40;6932,92;8332,26;8409,85;5690,50;2486,10;1367,57;1496,62;4628,18;4939,06;3395,50;7247,28;10913,22;7606,75;6749,27;6097,58;6900,69;111134,27
"130400 Silves";-;-;7,30;1042,68;2303,98;7230,79;1273,99;7665,75;1781,60;3221,98;8126,29;7462,19;8457,13;1598,54;2246,69;7601,86;8808,06;9928,13;9579,24;5504,41;8418,42;2348,38;2611,44;2372,92;3199,10;8776,69;5572,43;127139,99
"130406 Tabatinga";-;-;557,60;7901,59;13906,45;17638,60;13356,70;13706,95;25234,55;108607,03;28318,25;30049,35;27778,59;18504,10;23834,51;13830,20;19991,77;17176,17;21922,34;15621,19;16721,30;19157,78;15743,76;13894,01;35120,84;17737,25;15282,91;551593,79
"130410 Tapauá";-;-;-;1900,83;1548,64;3567,40;3928,24;3733,45;9809,24;2420,62;4759,73;6874,78;14519,32;4989,52;8915,97;6691,32;3575,28;11367,48;8794,76;10382,78;13236,25;10552,47;5268,73;11841,08;12090,60;10657,05;22030,74;193456,28
"130420 Tefé";14,27;7,30;-;35429,11;36974,94;76034,15;99400,25;97224,75;102946,05;251275,90;108804,55;102513,92;95906,36;92476,49;83750,99;111871,99;83981,00;91740,68;106471,12;83299,25;90301,54;122667,68;144098,32;156778,71;122810,26;111951,18;127284,49;2536015,25
"130423 Tonantins";-;-;-;1121,18;537,34;1092,00;1848,65;1618,21;1540,38;1209,14;1394,46;2356,56;2362,21;1031,51;3191,16;1885,93;1411,12;4339,54;3187,14;2978,98;2000,08;2039,84;1677,71;1997,15;948,05;816,68;1339,27;43924,29
"130426 Uarini";-;-;-;911,31;677,17;186,89;3474,46;451,99;1303,31;792,19;2065,73;1177,04;1615,15;1911,62;1468,70;1123,73;781,14;602,53;1639,64;495,82;1543,06;1237,16;2936,50;3648,59;5127,17;4456,28;7851,61;47478,79
"130430 Urucará";-;-;58,94;4061,54;4474,14;10489,93;7901,55;16687,09;4368,73;14417,14;11959,52;10549,66;20565,38;18638,58;23105,12;26925,19;16423,95;26755,41;18256,66;11843,23;15803,16;22259,70;16465,89;17346,74;18633,99;19145,92;22862,96;380000,12
"130440 Urucurituba";-;-;-;3943,75;4436,86;4861,66;2750,58;1965,33;7586,88;3059,87;13429,26;7966,90;3920,91;11918,87;5091,47;6755,90;6485,42;1349,64;1182,75;2257,49;9987,07;6420,95;4984,50;5118,07;3811,40;2295,58;14730,21;136311,32
"130000 Município ignorado - AM";-;-;-;10,00;-;-;6,85;-;-;-;-;24,20;268,75;-;11,00;-;91,30;-;-;-;-;-;-;204,70;559,75;-;602,12;1778,67
"140005 Alto Alegre";-;-;45,00;15871,41;27943,39;17134,21;17246,86;11657,08;9137,91;18090,92;8004,39;10350,06;18451,24;16365,00;13637,62;23750,72;20429,86;22743,01;53585,92;27284,06;29280,87;9571,70;28568,10;36454,52;39397,90;47483,02;37864,58;560349,35
"140002 Amajari";-;-;-;10985,24;9727,17;11997,80;17357,31;13431,95;5321,97;11624,78;13282,03;10268,57;7425,63;6591,19;8113,80;16362,98;20230,86;23741,24;27277,58;21160,36;18614,51;16126,44;35001,22;20807,82;27677,62;19167,49;8273,48;380569,04
"140010 Boa Vista";483,16;6560,10;14782,17;2373673,61;2316659,45;2587321,90;2687901,40;2373233,42;2567563,18;2647706,76;2853306,92;2643924,27;3008683,78;2579755,90;1671853,99;2746834,95;2469562,52;1961665,97;2717141,64;2658996,71;2365364,84;2298382,22;2840765,65;2775927,29;3208777,20;2836744,24;2498488,58;61712061,82
"140015 Bonfim";-;-;155,00;11550,12;21594,97;22061,09;15596,62;23660,29;33670,47;44761,53;39195,31;39320,18;26929,74;10717,66;12255,34;12912,47;11753,44;9719,77;21929,81;16656,48;13563,39;25700,26;14485,87;26567,92;16834,44;34746,09;10570,59;516908,85
"140017 Cantá";-;90,00;135,00;40135,76;48436,58;55540,36;41352,76;78395,90;27826,70;18950,24;35692,65;49252,43;29075,59;23892,25;24686,77;33157,48;43642,91;32953,52;62117,25;42907,93;48108,11;37591,92;55040,20;41058,19;55594,56;32246,83;29367,07;987248,96
"140020 Caracaraí";-;45,00;135,00;32491,15;27658,42;33845,10;27496,54;42934,39;25906,38;26091,42;51070,66;50861,76;43305,86;60539,74;12005,76;18429,16;27070,36;22726,29;39894,96;28271,60;49132,12;79920,71;77954,11;37555,73;46920,12;54659,70;47174,21;964096,25
"140023 Caroebe";-;45,00;-;16235,46;20465,87;22298,00;25019,13;10394,05;8310,40;13259,39;13371,32;17560,01;16958,86;18272,80;11477,52;20158,66;22977,26;14485,69;32098,53;25517,63;6993,12;9470,64;19217,17;12613,51;24325,61;20277,87;11221,94;413025,44
"140028 Iracema";-;90,00;-;6529,26;7521,19;19702,45;5642,70;5075,32;27995,42;12583,80;20815,54;14964,84;12693,60;12609,29;6526,14;10125,64;16739,60;17475,53;23365,43;15571,18;18439,63;23661,67;19198,71;14675,52;14546,53;18233,62;11157,30;355939,91
"140030 Mucajaí";-;163,85;112,50;52324,29;57218,83;75740,90;55441,39;45929,89;47095,32;49927,49;54039,73;73885,86;62335,71;39408,44;37685,92;52966,63;40386,27;28512,52;43708,57;33105,78;43438,93;54435,79;50152,84;53712,74;57592,12;44199,74;37827,83;1191349,88
"140040 Normandia";-;-;45,00;13972,18;9601,66;12747,27;14488,58;11975,05;9950,76;10208,28;16925,10;12761,79;16254,69;5176,84;5831,76;19083,87;10002,41;11009,99;13481,80;5958,60;13748,93;6748,27;17766,56;18746,54;13547,36;8762,55;14747,28;293543,12
"140045 Pacaraima";-;-;45,00;16337,96;5892,29;12331,97;5553,81;11370,93;6404,75;10538,31;22036,77;19209,29;18093,87;5362,96;2463,74;10465,73;14312,48;19892,31;25428,74;12063,81;11128,66;3758,95;19175,76;23840,75;19340,76;23009,21;14056,30;332115,11
"140047 Rorainópolis";-;7,26;59,00;39393,70;31833,68;54491,92;41543,97;57395,69;48089,63;57189,47;48927,95;40020,23;70448,48;38367,85;28966,51;42401,75;28937,15;34678,30;51550,89;67003,27;42111,58;35050,18;41133,75;29109,37;48479,54;55194,90;43415,51;1075801,53
"140050 São João da Baliza";-;-;997,72;1489,40;10014,45;7778,23;2543,24;21670,00;15206,20;15342,37;10149,52;17543,19;12659,31;12715,60;11263,90;9816,96;10434,17;23428,97;12714,30;13918,29;13462,99;9418,54;14497,78;14528,63;7786,76;3609,61;900,76;273890,89
"140060 São Luiz";-;-;45,00;38249,67;23675,59;20754,63;53576,46;19828,36;22418,23;24380,99;15766,97;12302,66;31511,96;22429,31;9226,14;23159,36;20497,10;13004,28;21062,43;9043,97;21507,49;30227,48;14602,45;13931,21;16201,01;25699,76;22165,48;525267,99
"140070 Uiramutã";-;-;-;5128,30;1009,02;12170,40;10001,44;10331,93;8847,16;12073,16;15717,85;2524,94;2474,12;2662,41;10225,38;2618,76;7535,40;7660,69;9623,94;8858,17;10409,00;6910,14;8931,51;7439,10;13616,44;11622,50;9387,10;197778,86
"140000 Município ignorado - RR";-;-;-;-;-;-;-;-;1352,26;-;277,26;268,75;315,21;-;-;814,76;-;-;-;-;-;-;-;-;-;-;-;3028,24
"150010 Abaetetuba";4622,52;52104,37;48974,11;418905,51;368302,02;386933,20;467543,78;468348,92;505989,97;427078,50;382548,14;437319,31;430078,32;413178,26;386180,18;403225,94;408572,12;448589,12;383916,43;396248,06;398068,08;411342,91;419793,54;394180,50;403611,12;394130,41;383921,59;10043706,93
"150013 Abel Figueiredo";-;18,55;-;11552,19;14013,14;12885,73;12703,91;21026,41;24351,69;24069,41;28767,20;94530,52;18565,85;20418,49;39249,60;37881,73;25348,70;23582,32;24929,55;38128,66;29365,53;22027,46;30450,63;14640,78;19249,87;22373,87;14593,21;624725,00
"150020 Acará";-;197,04;45,00;47124,58;61762,43;50850,31;64461,17;50472,04;54884,01;62724,09;64423,66;56923,96;52672,31;57662,80;79520,94;87773,22;80152,90;73356,23;67860,72;69385,30;63913,03;60503,44;83159,97;89688,79;75570,80;66015,72;79837,13;1600941,59
"150030 Afuá";613,35;95,21;1550,90;20014,02;10347,70;10394,90;9547,40;29047,41;28227,13;26109,66;49276,17;21910,29;12393,72;29909,88;5077,90;45739,97;2987,50;22166,27;38904,93;18730,54;12010,13;15614,80;13678,74;4236,82;22290,82;17673,17;22838,38;491387,71
"150034 Água Azul do Norte";-;-;39,94;29887,37;34307,01;34909,27;35991,93;37929,83;36513,35;35747,18;40138,16;42636,43;41531,29;38387,81;37558,74;32723,53;39857,16;41719,71;49484,44;25473,45;56727,48;39552,92;58774,14;61699,16;59554,99;54876,42;49967,62;1015989,33
"150040 Alenquer";-;14,27;6808,91;80134,79;59238,13;64263,18;63553,84;88803,11;58670,34;58113,37;66504,48;66639,78;75189,06;64133,62;52602,15;64444,99;75537,71;66085,02;63828,33;72025,53;72849,64;66457,57;67168,41;83394,70;73459,21;56190,25;73559,67;1639670,06
"150050 Almeirim";2004,75;63,55;1648,49;48918,25;40463,57;51073,78;55396,14;63744,67;83842,60;87932,38;71174,08;65074,14;90309,64;70710,73;84954,07;79619,83;74212,37;63512,14;89805,45;65792,77;72640,70;27448,94;25979,49;32114,36;63766,55;71372,47;66211,34;1549787,25
"150060 Altamira";-;47252,17;12879,00;505602,37;506455,68;538596,05;513695,33;552390,13;547521,40;587047,60;593636,59;740449,89;546505,10;524722,66;482910,23;575856,78;543101,43;582324,46;615306,17;641457,65;646122,61;561942,15;632095,18;629539,21;660113,88;551834,62;517412,78;13856771,12
"150070 Anajás";-;-;9570,00;12311,95;14320,32;32155,39;17927,86;16338,26;7180,38;17517,43;6360,88;37450,39;9100,19;34394,39;13404,88;8799,33;10542,80;7467,77;8972,09;27930,16;25655,21;53222,53;29526,67;44074,17;27210,35;49152,17;9481,02;530066,59
"150080 Ananindeua";10,00;7867,86;31076,34;1736278,76;1716883,24;1951565,35;1908745,58;1816788,75;2003749,73;1957217,04;1858466,03;1911001,15;2119175,06;2033054,35;1969547,21;1949873,12;1901600,10;1847034,60;2031724,90;2037297,53;2267069,77;2149813,12;2434702,95;2413921,93;2227073,04;2371819,89;2367336,91;49020694,31
"150085 Anapu";-;108,51;225,00;38545,89;62894,12;198004,29;58793,36;38784,61;26775,28;52828,62;61754,08;37644,90;51348,33;35699,28;28486,05;39938,93;40052,31;35745,18;38820,81;95147,42;43379,88;51244,91;53108,56;40849,89;36841,69;41645,47;36327,97;1244995,34
"150090 Augusto Corrêa";-;119,82;363,76;51734,42;37515,69;57380,92;68447,49;70552,47;70686,28;72695,54;68452,07;61359,34;82305,61;88782,58;73489,21;68434,56;73180,69;79707,71;82627,64;71700,33;82163,46;77992,40;74802,17;83994,33;64007,39;100036,38;75804,71;1738336,97
"150095 Aurora do Pará";-;46,91;90,00;19446,62;23374,09;22129,70;24061,61;25565,88;32103,91;28324,93;25670,35;24595,74;36197,21;30924,03;34088,63;28687,65;25817,93;27031,38;30315,41;30942,27;29494,22;27358,78;30597,42;29103,12;36833,61;27523,05;34161,62;684486,07
"150100 Aveiro";-;-;2158,48;11385,36;8928,85;10594,80;9944,63;8753,45;6288,27;4631,91;17908,69;19783,73;18095,38;17416,75;16469,51;16868,63;6295,66;6004,40;7659,64;9753,28;14193,22;9213,25;23465,14;9563,82;10117,33;7311,05;7567,71;280372,94
"150110 Bagre";-;43,80;1559,25;24365,47;13164,68;33661,88;17471,94;22969,87;6058,99;24536,78;9906,27;19662,91;8543,24;17549,74;18963,76;12556,45;26300,40;12885,80;19352,14;10912,73;15073,46;31206,43;27944,45;18070,48;15808,27;34832,95;9946,74;453348,88
"150120 Baião";-;159,76;-;35804,83;35013,30;29562,90;31027,78;39934,54;42277,60;29714,79;36628,92;37696,27;40982,16;40728,84;34176,82;33385,43;29344,54;32830,01;25867,37;25159,56;19094,27;33629,49;28863,25;33149,25;40207,94;35206,15;26061,82;796507,59
"150125 Bannach";-;-;-;4612,44;7672,16;6581,24;19143,39;5586,40;6773,48;6708,76;9646,48;10992,27;10715,45;17919,99;7656,22;12236,90;8702,88;13197,77;19732,88;10143,67;15954,00;13176,55;14957,42;21729,82;15095,84;19449,15;10741,64;289126,80
"150130 Barcarena";13,48;105,73;232,30;278497,49;289077,78;329744,43;366911,85;304676,99;313463,87;357943,38;351351,51;356278,58;356754,86;380926,83;328780,93;358736,94;313203,68;376689,10;346663,12;410231,13;318946,64;384302,65;364734,22;413460,43;399131,47;392016,08;368533,63;8461409,10
"150140 Belém";3176,61;69049,39;29699,98;7344885,11;7610439,29;8039762,76;8284757,67;8461490,40;9616938,67;8928845,44;9044460,17;8756635,66;9905723,90;9451548,83;9343718,54;9118966,91;9228095,16;9198441,56;9956017,68;10284601,63;9585192,52;9320483,63;9962873,49;10129885,03;10292446,80;10193036,22;10642806,65;222803979,70
